genomes	D_Alanine0	D_Glutamate0	D_Methionine0	D_Serine0	Glycine0	L_Alanine0	L_Arginine0	L_Asparagine0	L_Aspartate0	L_Cysteine0	L_Glutamate0	L_Glutamine0	L_Histidine0	L_Isoleucine0	L_Leucine0	L_Lysine0	L_Methionine0	L_Phenylalanine0	L_Proline0	L_Serine0	L_Threonine0	L_Tryptophan0	L_Tyrosine0	L_Valine0	Choline0	Citrulline0	Hypoxanthine0	Inosine0	Tyramine0	D_Lactate0	L_Lactate0	Butyrate0	Formate0	Fumarate0	Propionate0	Chorismate0	Succinate0	Urocanate0	Adenine0	AMP0	UMP0	Uracil0	B1_Thiamin0	B2_Riboflavin0	B3_Niacin0	B6_Pyridoxal0	B7_BIOT0	B9_Folate0	Ethanol0	GABA0	H2O20	TMAO0	D_Alanine1	D_Glutamate1	D_Methionine1	D_Serine1	Glycine1	L_Alanine1	L_Arginine1	L_Asparagine1	L_Aspartate1	L_Cysteine1	L_Glutamate1	L_Glutamine1	L_Histidine1	L_Isoleucine1	L_Leucine1	L_Lysine1	L_Methionine1	L_Phenylalanine1	L_Proline1	L_Serine1	L_Threonine1	L_Tryptophan1	L_Tyrosine1	L_Valine1	Choline1	Citrulline1	Hypoxanthine1	Inosine1	Tyramine1	D_Lactate1	L_Lactate1	Butyrate1	Formate1	Fumarate1	Propionate1	Chorismate1	Succinate1	Urocanate1	Adenine1	AMP1	UMP1	Uracil1	B1_Thiamin1	B2_Riboflavin1	B3_Niacin1	B6_Pyridoxal1	B7_BIOT1	B9_Folate1	Ethanol1	GABA1	H2O21	TMAO1	D_Alanine2	D_Glutamate2	D_Methionine2	D_Serine2	Glycine2	L_Alanine2	L_Arginine2	L_Asparagine2	L_Aspartate2	L_Cysteine2	L_Glutamate2	L_Glutamine2	L_Histidine2	L_Isoleucine2	L_Leucine2	L_Lysine2	L_Methionine2	L_Phenylalanine2	L_Proline2	L_Serine2	L_Threonine2	L_Tryptophan2	L_Tyrosine2	L_Valine2	Choline2	Citrulline2	Hypoxanthine2	Inosine2	Tyramine2	D_Lactate2	L_Lactate2	Butyrate2	Formate2	Fumarate2	Propionate2	Chorismate2	Succinate2	Urocanate2	Adenine2	AMP2	UMP2	Uracil2	B1_Thiamin2	B2_Riboflavin2	B3_Niacin2	B6_Pyridoxal2	B7_BIOT2	B9_Folate2	Ethanol2	GABA2	H2O22	TMAO2
1050107.3	0.3791	0.2346	0.1838	0.213	0.2281	0.3791	0.2186	0.1369	0.0887	0.2464	0.1386	0.0718	0.1184	0.1933	0.1945	0.2715	0.1858	0.1498	0.1645	0.2188	0.2634	0.1264	0.1965	0.1648	0.1647	0.1974	0.284	0.2772	0.1994	0.3328	0.3268	0.2577	0.3416	0.0892	0.2642	0.1767	0.0948	0.1037	0.133	0.1998	0.2244	0.3439	0.1334	0.1811	0.0844	0.1945	0.1241	0.1207	0.3919	0.099	0.2333	0.1746	0.3791	0.2346	0.1565	0.3056	0.2281	0.3791	0.2	0.1369	0.0887	0.2062	0.1386	0.0718	0.1184	0.1933	0.1894	0.2688	0.1584	0.1529	0.148	0.3291	0.2234	0.1264	0.2023	0.1648	0.1277	0.1461	0.284	0.2328	0.2232	0.2834	0.3194	0.1609	0.2562	0.0892	0.186	0.1794	0.0948	0.1037	0.133	0.1924	0.2161	0.3439	0.1202	0.1925	0.1079	0.1875	0.1282	0.143	0.2993	0.099	0.2877	0.1421	0.3791	0.2346	0.2023	0.24	0.2281	0.3791	0.2268	0.1369	0.0887	0.2312	0.1386	0.0718	0.1184	0.2594	0.1945	0.2582	0.2045	0.1645	0.1645	0.2454	0.2526	0.1264	0.2157	0.1648	0.1724	0.254	0.284	0.2771	0.2151	0.299	0.3011	0.2592	0.3668	0.0892	0.2388	0.2091	0.0948	0.1037	0.133	0.1924	0.2161	0.3439	0.1459	0.2451	0.0895	0.1794	0.1241	0.1263	0.4069	0.099	0.3364	0.175
1050107.4	0.3791	0.2346	0.1838	0.213	0.2281	0.3791	0.2186	0.1369	0.0887	0.2464	0.1386	0.0718	0.1184	0.1932	0.1945	0.2715	0.1858	0.1498	0.148	0.2188	0.2634	0.1281	0.1996	0.1648	0.1559	0.202	0.284	0.2772	0.1994	0.3328	0.3268	0.2577	0.3416	0.0892	0.2642	0.1767	0.0948	0.1037	0.133	0.1924	0.2244	0.3439	0.1336	0.1811	0.0844	0.1861	0.1241	0.1207	0.3919	0.099	0.2423	0.1746	0.3791	0.2346	0.1564	0.3056	0.2281	0.3791	0.2	0.1369	0.0887	0.2062	0.1386	0.0718	0.1184	0.1932	0.1945	0.2688	0.1583	0.1549	0.1645	0.3291	0.2233	0.1308	0.2023	0.1648	0.1277	0.1461	0.284	0.2371	0.2232	0.2834	0.3194	0.1609	0.2562	0.0892	0.186	0.1829	0.0948	0.1037	0.133	0.1998	0.2161	0.3439	0.1199	0.1866	0.1079	0.1875	0.1282	0.1387	0.2993	0.099	0.2936	0.1398	0.3791	0.2346	0.2023	0.24	0.2281	0.3791	0.2268	0.1369	0.0887	0.2312	0.1386	0.0718	0.1184	0.2593	0.1945	0.2546	0.2045	0.1645	0.1645	0.2454	0.2578	0.1264	0.2157	0.1648	0.1724	0.254	0.284	0.2771	0.2151	0.299	0.3011	0.2592	0.3668	0.0892	0.2388	0.2091	0.0948	0.1037	0.133	0.1924	0.2244	0.3439	0.1447	0.2397	0.0883	0.1794	0.1282	0.1263	0.4069	0.099	0.3364	0.175
1051650.4	0.3073	0.3441	0.2513	0.4256	0.2236	0.3073	0.2692	0.1927	0.1854	0.2684	0.2743	0.1848	0.3214	0.1737	0.2893	0.3122	0.2543	0.2739	0.3108	0.4643	0.3702	0.2237	0.2579	0.302	0.1855	0.3014	0.3351	0.424	0.2596	0.4301	0.5052	0.3624	0.3842	0.1866	0.3104	0.2712	0.2248	0.3401	0.3631	0.3225	0.3794	0.3897	0.2077	0.2665	0.1984	0.4062	0.2055	0.2129	0.4474	0.1959	0.4076	0.2125	0.3073	0.3441	0.2463	0.4256	0.2236	0.3073	0.2532	0.1927	0.1854	0.241	0.2743	0.1883	0.3214	0.1737	0.2893	0.2833	0.2496	0.2626	0.3108	0.4643	0.3043	0.2237	0.2295	0.302	0.1788	0.2201	0.3351	0.219	0.2192	0.2559	0.3304	0.2772	0.4241	0.1866	0.3167	0.2518	0.2248	0.3401	0.3631	0.3225	0.3682	0.3897	0.1951	0.2893	0.1877	0.2932	0.2055	0.2129	0.4525	0.1959	0.3225	0.2347	0.3073	0.3441	0.2527	0.4256	0.2236	0.3073	0.2595	0.1927	0.1854	0.3052	0.2743	0.1848	0.3214	0.1737	0.2893	0.2899	0.2558	0.2775	0.3108	0.4643	0.3556	0.2237	0.237	0.302	0.1941	0.2718	0.3351	0.3621	0.2618	0.3364	0.3653	0.3654	0.4241	0.1866	0.3618	0.2708	0.2248	0.3401	0.3631	0.3225	0.3794	0.3897	0.2087	0.29	0.2006	0.4098	0.2009	0.2129	0.4721	0.1959	0.4103	0.2171
1051650.8	0.3056	0.312	0.2404	0.4255	0.2235	0.3056	0.2739	0.1925	0.1852	0.2801	0.2738	0.1883	0.3214	0.1733	0.2891	0.2916	0.2436	0.2694	0.3106	0.4641	0.3918	0.2235	0.2622	0.3018	0.19	0.2924	0.3347	0.398	0.2573	0.4197	0.376	0.2538	0.4036	0.1865	0.2977	0.2661	0.2246	0.34	0.3629	0.3224	0.3682	0.3892	0.1999	0.2736	0.1976	0.3236	0.1985	0.2128	0.4453	0.1956	0.3917	0.2013	0.3056	0.312	0.2404	0.4255	0.2235	0.3056	0.2597	0.1925	0.1852	0.2394	0.2738	0.1848	0.3214	0.1733	0.2891	0.2831	0.2436	0.2857	0.3106	0.4641	0.3039	0.2235	0.2295	0.3018	0.1822	0.22	0.3347	0.219	0.2192	0.2558	0.3304	0.2538	0.4233	0.1865	0.3162	0.2554	0.2246	0.34	0.3629	0.3224	0.3793	0.3892	0.1933	0.2893	0.1667	0.2931	0.2008	0.2128	0.4525	0.1956	0.3268	0.2311	0.3056	0.312	0.229	0.4255	0.2235	0.3056	0.2579	0.1925	0.1852	0.3092	0.2738	0.1883	0.3214	0.1733	0.2891	0.2982	0.2317	0.2743	0.3106	0.4641	0.3866	0.2235	0.2635	0.3018	0.1924	0.2698	0.3347	0.3592	0.26	0.3339	0.3628	0.363	0.4233	0.1865	0.3649	0.2692	0.2246	0.34	0.3629	0.3224	0.3682	0.3892	0.2033	0.2893	0.1985	0.4068	0.1985	0.2207	0.469	0.1956	0.4077	0.2134
1051651.3	0.3076	0.3132	0.2459	0.4256	0.2248	0.3076	0.2804	0.1931	0.1858	0.2876	0.2743	0.1896	0.3468	0.2476	0.2921	0.2927	0.2493	0.2773	0.3107	0.4643	0.3715	0.2317	0.2215	0.3025	0.2264	0.3017	0.3366	0.4067	0.2616	0.4577	0.5052	0.3657	0.3842	0.1869	0.3708	0.292	0.2248	0.3403	0.3631	0.3251	0.3705	0.3917	0.2098	0.2812	0.1992	0.4233	0.2267	0.2172	0.476	0.1959	0.4101	0.2125	0.3076	0.3132	0.2459	0.4256	0.2248	0.3076	0.2379	0.1931	0.1858	0.2425	0.2743	0.1861	0.3468	0.2476	0.2921	0.2855	0.2493	0.2877	0.3107	0.4643	0.3203	0.2317	0.2305	0.3025	0.2044	0.2222	0.3366	0.2152	0.2843	0.2559	0.3303	0.2795	0.4265	0.1869	0.3192	0.2576	0.2248	0.3403	0.3631	0.3251	0.3705	0.3917	0.1954	0.2736	0.1713	0.3273	0.2011	0.2172	0.4555	0.1959	0.3279	0.213	0.3076	0.3132	0.2459	0.4256	0.2248	0.3076	0.2653	0.1931	0.1858	0.3206	0.2743	0.1861	0.3468	0.2476	0.2921	0.3019	0.2493	0.2834	0.3107	0.4643	0.3568	0.2317	0.2235	0.3025	0.2375	0.272	0.3366	0.3655	0.2639	0.3383	0.3681	0.3687	0.4265	0.1869	0.3704	0.2681	0.2248	0.3403	0.3631	0.3251	0.3705	0.3917	0.209	0.307	0.2014	0.4272	0.2307	0.2172	0.4744	0.1959	0.4039	0.2171
1051652.3	0.3082	0.346	0.2517	0.4258	0.2249	0.3082	0.2776	0.193	0.1857	0.2845	0.2743	0.1881	0.3244	0.1741	0.2897	0.2998	0.2552	0.2802	0.3137	0.4645	0.3841	0.2234	0.2605	0.3026	0.2471	0.2994	0.3353	0.4228	0.2581	0.5041	0.5045	0.2775	0.382	0.1869	0.3071	0.3061	0.2247	0.3437	0.3631	0.3229	0.3792	0.3899	0.2006	0.2808	0.1753	0.4039	0.2298	0.2145	0.5051	0.196	0.352	0.2098	0.3082	0.346	0.2517	0.4258	0.2249	0.3082	0.2292	0.193	0.1857	0.2542	0.2743	0.1917	0.3244	0.1741	0.2897	0.2747	0.2552	0.2545	0.3137	0.4645	0.3057	0.2234	0.2292	0.3026	0.1977	0.1781	0.3353	0.2219	0.2193	0.2559	0.3304	0.2775	0.4242	0.1869	0.317	0.284	0.2247	0.3437	0.3631	0.3229	0.3792	0.3899	0.1992	0.2732	0.183	0.3012	0.2046	0.2145	0.4529	0.196	0.3225	0.2127	0.3082	0.346	0.2517	0.4258	0.2249	0.3082	0.2598	0.193	0.1857	0.3164	0.2743	0.1917	0.3244	0.1741	0.2897	0.2814	0.2552	0.2814	0.3137	0.4645	0.3899	0.2234	0.237	0.3026	0.2328	0.2722	0.3353	0.3626	0.2619	0.3368	0.3656	0.3661	0.4242	0.1869	0.3622	0.2869	0.2247	0.3437	0.3631	0.3229	0.3792	0.3899	0.1983	0.2958	0.2452	0.41	0.2271	0.2145	0.4725	0.196	0.4106	0.2174
1051653.3	0.3074	0.3125	0.2508	0.4256	0.2346	0.3074	0.2791	0.189	0.1814	0.2591	0.2743	0.2083	0.3214	0.244	0.2853	0.2948	0.2539	0.2793	0.3119	0.4643	0.3738	0.2055	0.2626	0.2962	0.228	0.2894	0.3351	0.4104	0.2669	0.5115	0.4186	0.3645	0.3767	0.1751	0.2982	0.2803	0.2249	0.3329	0.3631	0.3278	0.3792	0.3898	0.2077	0.2808	0.2436	0.4002	0.2032	0.2169	0.549	0.1959	0.4195	0.2619	0.3074	0.3125	0.2289	0.4256	0.2346	0.3074	0.2532	0.189	0.1814	0.2407	0.2743	0.2047	0.3214	0.244	0.2853	0.2669	0.2318	0.2627	0.3119	0.4643	0.3458	0.2081	0.2507	0.2962	0.1853	0.217	0.3351	0.2887	0.256	0.256	0.362	0.2505	0.4243	0.1751	0.314	0.2796	0.2249	0.3329	0.3631	0.3169	0.368	0.3898	0.1935	0.2732	0.1819	0.293	0.1987	0.2169	0.4721	0.1959	0.3361	0.231	0.3074	0.3125	0.2497	0.4256	0.2346	0.3074	0.2617	0.189	0.1814	0.3097	0.2743	0.2047	0.3214	0.244	0.2853	0.2729	0.2528	0.2733	0.3119	0.4643	0.3646	0.2081	0.2373	0.2962	0.2195	0.2857	0.3351	0.3622	0.2619	0.3366	0.3653	0.3623	0.4243	0.1751	0.3597	0.2911	0.2249	0.3329	0.3631	0.3169	0.3792	0.3898	0.2043	0.3086	0.2006	0.4097	0.2228	0.2169	0.4726	0.1959	0.4016	0.2523
1051653.4	0.3074	0.3125	0.2507	0.4256	0.2344	0.3074	0.279	0.189	0.1814	0.259	0.2743	0.2045	0.3214	0.244	0.2853	0.2953	0.2538	0.2831	0.3119	0.4643	0.3773	0.2054	0.2624	0.2962	0.2164	0.2891	0.3351	0.4104	0.2667	0.5109	0.4184	0.3645	0.3767	0.1751	0.2982	0.2803	0.2249	0.3329	0.3631	0.3169	0.3681	0.3898	0.2076	0.2888	0.2436	0.4002	0.1986	0.217	0.5485	0.1959	0.4195	0.2616	0.3074	0.3125	0.2288	0.4256	0.2344	0.3074	0.2532	0.189	0.1814	0.2407	0.2743	0.2045	0.3214	0.244	0.2853	0.2674	0.2317	0.2627	0.3119	0.4643	0.355	0.208	0.2506	0.2962	0.1888	0.217	0.3351	0.2932	0.256	0.256	0.362	0.2505	0.4243	0.1751	0.314	0.277	0.2249	0.3329	0.3631	0.3169	0.3681	0.3898	0.1934	0.2732	0.1819	0.3009	0.1986	0.217	0.4722	0.1959	0.3318	0.2308	0.3074	0.3125	0.2495	0.4256	0.2344	0.3074	0.2616	0.189	0.1814	0.3097	0.2743	0.2045	0.3214	0.244	0.2853	0.2867	0.2526	0.2732	0.3119	0.4643	0.3644	0.2054	0.2371	0.2962	0.2074	0.2855	0.3351	0.3622	0.2619	0.3366	0.3653	0.3623	0.4243	0.1751	0.3597	0.2911	0.2249	0.3329	0.3631	0.3278	0.3681	0.3898	0.2065	0.3021	0.2006	0.4097	0.2181	0.217	0.4723	0.1959	0.4105	0.2587
1051654.3	0.3048	0.3072	0.251	0.423	0.2227	0.3048	0.2928	0.188	0.1804	0.2913	0.2679	0.1876	0.3201	0.2429	0.2838	0.295	0.254	0.2776	0.3092	0.4615	0.3557	0.2343	0.2225	0.2947	0.1803	0.288	0.3312	0.4134	0.262	0.4547	0.4183	0.3624	0.3723	0.1751	0.3595	0.2665	0.2233	0.3318	0.3612	0.3158	0.3782	0.3153	0.213	0.3063	0.2016	0.4101	0.1913	0.213	0.4726	0.1914	0.4075	0.2171	0.3048	0.3072	0.2407	0.423	0.2227	0.3048	0.2595	0.188	0.1804	0.2688	0.2679	0.1841	0.3201	0.2429	0.2838	0.2663	0.2438	0.2889	0.3092	0.4615	0.2914	0.2343	0.2834	0.2947	0.1987	0.2161	0.3312	0.2844	0.3347	0.2543	0.3614	0.2497	0.4179	0.1751	0.3129	0.2549	0.2233	0.3318	0.3612	0.3267	0.3782	0.3153	0.2209	0.2652	0.1716	0.2923	0.1913	0.213	0.4682	0.1914	0.3618	0.1947	0.3048	0.3072	0.2505	0.423	0.2227	0.3048	0.2611	0.188	0.1804	0.2993	0.2679	0.1876	0.3201	0.2429	0.2838	0.2856	0.2535	0.2729	0.3092	0.4615	0.355	0.2343	0.2219	0.2947	0.1901	0.2169	0.3312	0.3615	0.2613	0.4122	0.4114	0.3614	0.4179	0.1751	0.3588	0.2703	0.2233	0.3318	0.3612	0.3267	0.3782	0.3153	0.2191	0.3015	0.2009	0.4088	0.1868	0.213	0.4713	0.1914	0.4066	0.2156
1051655.5	0.3075	0.3122	0.2488	0.4256	0.2236	0.3075	0.2424	0.1893	0.1818	0.2733	0.2743	0.1875	0.3209	0.2442	0.2857	0.3005	0.2523	0.2676	0.3109	0.4643	0.379	0.2168	0.2303	0.2968	0.2223	0.2886	0.3353	0.3172	0.2575	0.4629	0.3756	0.2508	0.3768	0.175	0.3097	0.2441	0.2247	0.3326	0.3676	0.3278	0.368	0.3899	0.2188	0.2734	0.1947	0.32	0.1887	0.2045	0.4092	0.1959	0.2826	0.1986	0.3075	0.3122	0.2488	0.4256	0.2236	0.3075	0.2597	0.1893	0.1818	0.2697	0.2743	0.1841	0.3209	0.2442	0.2857	0.2789	0.2523	0.2458	0.3109	0.4643	0.2925	0.2168	0.2431	0.2968	0.2038	0.2173	0.3353	0.2219	0.2499	0.256	0.3305	0.2508	0.4243	0.175	0.3142	0.2378	0.2247	0.3326	0.3676	0.3278	0.368	0.3899	0.2239	0.2734	0.1638	0.2909	0.1887	0.2045	0.3406	0.1959	0.3187	0.2113	0.3075	0.3122	0.2488	0.4256	0.2236	0.3075	0.252	0.1893	0.1818	0.2977	0.2743	0.1875	0.3209	0.2442	0.2857	0.2891	0.2523	0.2641	0.3109	0.4643	0.3423	0.2168	0.2373	0.2968	0.2222	0.2538	0.3353	0.3267	0.2622	0.312	0.3505	0.3598	0.4243	0.175	0.334	0.2641	0.2247	0.3326	0.3676	0.3278	0.3792	0.3899	0.2198	0.289	0.1984	0.4059	0.193	0.1923	0.444	0.1959	0.3792	0.2147
1051656.3	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2719	0.1888	0.1812	0.2961	0.274	0.1841	0.3208	0.2438	0.285	0.2955	0.2532	0.273	0.3118	0.4642	0.3861	0.2417	0.2622	0.296	0.2189	0.2888	0.3351	0.4004	0.2668	0.4509	0.3918	0.3303	0.3766	0.175	0.2979	0.266	0.2246	0.3323	0.363	0.3277	0.368	0.3898	0.223	0.2888	0.201	0.3253	0.1976	0.2152	0.4455	0.1957	0.4059	0.2014	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2235	0.1888	0.1812	0.2697	0.274	0.1841	0.3208	0.2438	0.285	0.2672	0.2532	0.2808	0.3118	0.4642	0.2921	0.2417	0.2504	0.296	0.1878	0.2168	0.3351	0.2086	0.2469	0.2559	0.3627	0.2504	0.4242	0.175	0.3138	0.2553	0.2246	0.3323	0.363	0.3277	0.368	0.3898	0.221	0.2888	0.174	0.2928	0.2021	0.2152	0.4531	0.1957	0.3181	0.2071	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2616	0.1888	0.1812	0.2842	0.274	0.1841	0.3208	0.2438	0.285	0.2867	0.2532	0.2774	0.3118	0.4642	0.3556	0.2417	0.237	0.296	0.2372	0.2855	0.3351	0.3649	0.2619	0.4014	0.3677	0.3645	0.4242	0.175	0.3597	0.266	0.2246	0.3323	0.363	0.3168	0.368	0.3898	0.2147	0.3088	0.2023	0.4123	0.2173	0.2152	0.4724	0.1957	0.4035	0.2175
1051657.3	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2719	0.1888	0.1812	0.2611	0.274	0.1841	0.3211	0.2438	0.2851	0.2947	0.2532	0.273	0.3118	0.4642	0.3862	0.2417	0.2622	0.296	0.2264	0.2888	0.3351	0.3995	0.2668	0.4509	0.3918	0.33	0.3767	0.175	0.2979	0.266	0.2246	0.3326	0.363	0.3278	0.368	0.3898	0.2081	0.2807	0.201	0.3254	0.2021	0.2152	0.4455	0.1957	0.406	0.2014	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2596	0.1888	0.1812	0.2402	0.274	0.1841	0.3211	0.2438	0.2851	0.2665	0.2532	0.2856	0.3118	0.4642	0.2922	0.2417	0.2501	0.296	0.1915	0.2168	0.3351	0.2132	0.2466	0.2559	0.362	0.2502	0.4243	0.175	0.3138	0.2553	0.2246	0.3326	0.363	0.3278	0.368	0.3898	0.1988	0.2807	0.1741	0.293	0.2021	0.2152	0.4525	0.1957	0.3223	0.2071	0.3072	0.3129	0.2497	0.4255	0.2234	0.3072	0.2616	0.1888	0.1812	0.3053	0.274	0.1875	0.3211	0.2438	0.2851	0.2862	0.2532	0.2733	0.3118	0.4642	0.3557	0.2417	0.2371	0.296	0.2463	0.2855	0.3351	0.3649	0.2619	0.4014	0.3677	0.3645	0.4243	0.175	0.3597	0.2659	0.2246	0.3326	0.363	0.3278	0.368	0.3898	0.198	0.2959	0.2023	0.4124	0.2173	0.2152	0.4725	0.1957	0.4035	0.2175
1051658.3	0.3075	0.313	0.2525	0.4255	0.2238	0.3075	0.256	0.1946	0.1874	0.2951	0.2742	0.1927	0.3179	0.1969	0.2914	0.3078	0.2561	0.2773	0.312	0.4642	0.4017	0.1991	0.2297	0.3049	0.1892	0.2947	0.335	0.4208	0.2669	0.4508	0.3916	0.2786	0.3765	0.1884	0.3439	0.2696	0.2247	0.3473	0.363	0.3936	0.3791	0.2599	0.2219	0.2436	0.2386	0.334	0.2013	0.2051	0.5163	0.1958	0.4146	0.2014	0.3075	0.313	0.2525	0.4255	0.2238	0.3075	0.2298	0.1946	0.1874	0.2632	0.2742	0.1891	0.3179	0.1969	0.2914	0.2998	0.2561	0.2587	0.312	0.4642	0.3153	0.1991	0.2528	0.3049	0.1846	0.1796	0.335	0.2136	0.2465	0.2561	0.3619	0.2786	0.424	0.1884	0.3338	0.3004	0.2247	0.3473	0.363	0.3936	0.3791	0.2599	0.2282	0.2584	0.1673	0.2929	0.2059	0.2026	0.4644	0.1958	0.3222	0.2071	0.3075	0.313	0.2525	0.4255	0.2238	0.3075	0.2607	0.1946	0.1874	0.2976	0.2742	0.1927	0.3179	0.1969	0.2914	0.2842	0.2561	0.2839	0.312	0.4642	0.3676	0.1991	0.2371	0.3049	0.2464	0.2733	0.335	0.3649	0.2619	0.4014	0.3676	0.3693	0.424	0.1884	0.3816	0.2846	0.2247	0.3473	0.363	0.3936	0.368	0.2599	0.2238	0.2901	0.2023	0.4124	0.2332	0.2026	0.4868	0.1958	0.4034	0.2175
1051659.3	0.3072	0.3124	0.2603	0.4256	0.2235	0.3072	0.2704	0.1508	0.1719	0.3003	0.2743	0.1881	0.321	0.2616	0.302	0.3119	0.2639	0.2827	0.3108	0.4643	0.3826	0.2066	0.2688	0.2919	0.2142	0.2864	0.332	0.3957	0.2614	0.4442	0.3967	0.3661	0.378	0.1751	0.3052	0.2807	0.2248	0.3321	0.3631	0.3933	0.368	0.26	0.1879	0.2508	0.1974	0.3335	0.2042	0.217	0.4443	0.196	0.3991	0.206	0.3072	0.3124	0.2603	0.4256	0.2235	0.3072	0.2467	0.1508	0.1719	0.2409	0.2743	0.1846	0.321	0.2616	0.302	0.2834	0.2639	0.2893	0.3108	0.4643	0.3386	0.2066	0.2557	0.2919	0.1779	0.2626	0.332	0.2136	0.3018	0.2559	0.361	0.2853	0.4193	0.1751	0.3301	0.2538	0.2248	0.3321	0.3631	0.3933	0.368	0.26	0.2059	0.2437	0.1621	0.2908	0.2042	0.217	0.4525	0.196	0.3201	0.2057	0.3072	0.3124	0.2603	0.4256	0.2235	0.3072	0.2723	0.1508	0.1719	0.3056	0.2743	0.1846	0.321	0.2616	0.302	0.3094	0.2639	0.2821	0.3108	0.4643	0.3561	0.2066	0.2799	0.2919	0.2075	0.2658	0.332	0.3587	0.2659	0.3356	0.3748	0.3721	0.4193	0.1751	0.3778	0.2775	0.2248	0.3321	0.3631	0.3933	0.368	0.26	0.1975	0.3027	0.1985	0.4062	0.2042	0.2249	0.4729	0.196	0.4044	0.2148
1051660.3	0.3058	0.3121	0.2279	0.4256	0.2238	0.3058	0.2552	0.1889	0.1813	0.2985	0.2743	0.1803	0.3213	0.2436	0.288	0.2952	0.2309	0.2744	0.3119	0.4643	0.3809	0.2055	0.2244	0.295	0.1938	0.2581	0.3348	0.3396	0.2702	0.4334	0.3762	0.2498	0.4265	0.175	0.3134	0.2758	0.2247	0.3329	0.3631	0.3169	0.3681	0.3893	0.2082	0.2736	0.1962	0.3152	0.1801	0.2071	0.4626	0.1959	0.4194	0.2149	0.3058	0.3121	0.2279	0.4256	0.2238	0.3058	0.223	0.1889	0.1813	0.2609	0.2743	0.1803	0.3213	0.2436	0.288	0.2587	0.2309	0.2602	0.3119	0.4643	0.2975	0.2055	0.2446	0.295	0.1815	0.2158	0.3348	0.2133	0.2443	0.2559	0.3145	0.2498	0.4237	0.175	0.3134	0.2522	0.2247	0.3329	0.3631	0.3278	0.3681	0.3893	0.2059	0.2812	0.1638	0.2987	0.178	0.2071	0.4482	0.1959	0.3413	0.1972	0.3058	0.3121	0.2354	0.4256	0.2238	0.3058	0.2548	0.1889	0.1813	0.3037	0.2743	0.1836	0.3213	0.2436	0.288	0.2933	0.2381	0.2707	0.3119	0.4643	0.3873	0.2055	0.2369	0.295	0.1963	0.2814	0.3348	0.3533	0.2617	0.3307	0.3607	0.3448	0.4237	0.175	0.3568	0.2627	0.2247	0.3329	0.3631	0.3278	0.3792	0.3893	0.1895	0.2595	0.198	0.4055	0.1821	0.2071	0.4669	0.1959	0.4187	0.2215
1051661.3	0.3071	0.3132	0.2233	0.3437	0.254	0.3071	0.2381	0.1381	0.1618	0.2817	0.2745	0.1666	0.2826	0.2389	0.2598	0.2904	0.2259	0.2721	0.3109	0.3683	0.3383	0.211	0.2112	0.3026	0.161	0.1904	0.3257	0.2703	0.2506	0.3254	0.3672	0.2219	0.4004	0.1243	0.412	0.2352	0.1701	0.314	0.1993	0.279	0.3401	0.3643	0.2225	0.22	0.1709	0.2816	0.1537	0.1783	0.4011	0.196	0.278	0.199	0.3071	0.3132	0.2233	0.3437	0.254	0.3071	0.2508	0.1381	0.1618	0.266	0.2745	0.1666	0.2826	0.2389	0.2598	0.2679	0.2259	0.2552	0.3109	0.3683	0.303	0.211	0.2366	0.3026	0.1704	0.2224	0.3257	0.1908	0.2241	0.2566	0.3028	0.2219	0.3936	0.1243	0.2454	0.2333	0.1701	0.314	0.1993	0.279	0.3401	0.3643	0.2244	0.22	0.1793	0.2524	0.1503	0.1783	0.293	0.196	0.3044	0.2066	0.3071	0.3132	0.2206	0.3437	0.254	0.3071	0.2609	0.1381	0.1618	0.3139	0.2745	0.1666	0.2826	0.2389	0.2598	0.255	0.223	0.264	0.3109	0.3683	0.3399	0.211	0.2244	0.3026	0.1699	0.2001	0.3257	0.2908	0.2624	0.3116	0.3073	0.2925	0.3936	0.1243	0.3154	0.242	0.1701	0.314	0.1993	0.279	0.3401	0.3643	0.2033	0.2261	0.198	0.3693	0.1503	0.169	0.4261	0.196	0.3651	0.2122
